NPI	NPPES_PROVIDER_LAST_ORG_NAME	NPPES_PROVIDER_FIRST_NAME	NPPES_PROVIDER_CITY	NPPES_PROVIDER_STATE	SPECIALTY_DESC	DESCRIPTION_FLAG	DRUG_NAME	GENERIC_NAME	BENE_COUNT	TOTAL_CLAIM_COUNT	TOTAL_DAY_SUPPLY	TOTAL_DRUG_COST	BENE_COUNT_GE65	BENE_COUNT_GE65_REDACT_FLAG	TOTAL_CLAIM_COUNT_GE65	GE65_REDACT_FLAG	TOTAL_DAY_SUPPLY_GE65	TOTAL_DRUG_COST_GE65
1033197819	EZRATTY	ARI	ROSLYN	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM	11	30	1800	9206.81	11		30		1800	9206.81
1891806477	FACTOR	ANDREW	SACRAMENTO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	790	4900.94		*	11		790	4900.94
1689747248	FADER	ANDREW	DOBBS FERRY	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	660	3266.9		*	11		660	3266.9
1982683041	FAFALAK	ROBERT	NEW YORK	NY	Rheumatology	S	LIPITOR	ATORVASTATIN CALCIUM		19	810	3915.98		#		#		
1841254158	FAGAN	ERNEST	ASHEVILLE	NC	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1534.38		*	11		330	1534.38
1508959644	FAIMAN	GREGG	MAYFIELD HTS	OH	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2361		*	12		360	2361
1902854953	FAIN	ELAINE	PAWTUCKET	RI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	990	5191.27		*		*		
1063476463	FAIR	ROGERS	DALLAS	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2527.91		*	13		390	2527.91
1639118326	FAITELL	DAVID	LAKE SUCCESS	NY	Nephrology	S	LIPITOR	ATORVASTATIN CALCIUM		11	570	3013.42		*	11		570	3013.42
1659374973	FALCO	THOMAS	RIVERHEAD	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	570	3169.1		*	13		570	3169.1
1467467829	FALCON	LARA	BATON ROUGE	LA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	375	4390.43		*		*		
1710030747	FALCONIO	LINDA	ENCINITAS	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		28	960	5189.54		#		#		
1073610531	FALK	GEORGE	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	1290	6323.77		#		#		
1659471761	FALKOFF	ALAN	STAMFORD	CT	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		14	720	4171.5		*	14		720	4171.5
1497773402	FALLICK	NINA	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	630	4050.5		*	13		630	4050.5
1760429369	FALLON	JOSEPH	WOODBURY	NJ	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		25	2250	10842.84		*	25		2250	10842.84
1801947312	FALLON	SANDRA	SANTA MONICA	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		37	1710	10905.02		*	37		1710	10905.02
1629084843	FAMININI	MOUSSA	ENCINO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	810	4247.89		*	11		810	4247.89
1174501845	FAMULARO	MICHAEL	SAN LUIS OBISPO	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	510	3021.19		*		*		
1114966561	FAN	ERIC	NEW HAVEN	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1790.24		*	13		390	1790.24
1700825312	FAN	TERRY	SAN DIEGO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	388	2109.94		*	13		388	2109.94
1245502442	FANG	CHRISTINA	SILVER SPRING	MD	General Practice	T	LIPITOR	ATORVASTATIN CALCIUM		12	360	4994.32		*	12		360	4994.32
1558351734	FANG	LESLIE	BOSTON	MA	Nephrology	S	LIPITOR	ATORVASTATIN CALCIUM		21	1110	6388.37		*	21		1110	6388.37
1508895004	FANG	LICHUAN	SANTA MONICA	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		27	810	4643.11		*	27		810	4643.11
1962408369	FANNING	ROBERT	WHEELING	WV	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	480	3104.48		#		#		
1174557128	FANTA	TESFAYE	REIDSVILLE	NC	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2184.36		*	11		330	2184.36
1902998974	FANTON	MELISSA	SPRINGVILLE	NY	Physician Assistant	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2571.02	0		0		0	0
1942211891	FARHI	JANE	NEW YORK	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	510	2518.36		*	11		510	2518.36
1760457113	FARID	AYMAN	STATEN ISLAND	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2367.54		*	12		360	2367.54
1104912864	FARINO	BENEDICT	SCARBOROUGH	ME	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		20	1080	5956.98		#		#		
1023028354	FARIWA	VICTOR	BROOKLYN	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		45	1710	9650.54		#		#		
1205924248	FARKAS	JOHN	CLIFTON	NJ	Gastroenterology	S	LIPITOR	ATORVASTATIN CALCIUM		14	840	4360.9		*		*		
1144296088	FARNSWORTH	KENT	FORT WAYNE	IN	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		31	1012	4836.65		*	31		1012	4836.65
1316911829	FARON	JEFFREY	FLORISSANT	MO	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1663.8		*	12		360	1663.8
1336164375	FARR	HASHEM	SAN JOSE	CA	Gastroenterology	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2598.06		*	13		390	2598.06
1831379445	FARR	PETER	LAWRENCEBURG	IN	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	365	2521.9	0		0		0	0
1689769085	FARRAR	J	RICHLAND	WA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	262.15	0		0		0	0
1174517635	FARRY	JOHN	NEW PROVIDENCE	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		18	1260	7027.04		#		#		
1508862939	FASSLER	CHERYL	NASHVILLE	TN	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	1830.22		*	13		390	1830.22
1487631214	FATH	MICHAEL	WILKES BARRE	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2379.76		*	12		360	2379.76
1063688331	FATIMA	ZUMAIRA	JAMAICA	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	660	2990.26		*		*		
1710073408	FAUGNO	GERARD	LYNDHURST	NJ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		34	1244	7285.51		*	34		1244	7285.51
1003945080	FAUST	MICHAEL	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		41	1470	7315.55		*	29		1110	4958.84
1750542197	FAVERO	JOHN	MARTINSVILLE	VA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2374.5		*	12		360	2374.5
1316931934	FAYED	ALI	FRESNO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	1320	7702.7		*	16		1320	7702.7
1427041771	FAZAL-UR-REHMAN	SYED	LAFAYETTE	LA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2354.72		*	12		360	2354.72
1356390025	FAZIO	RICHARD	WATERFORD	CT	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		22	960	6070.59		*	22		960	6070.59
1144294463	FEARON	MAUREEN	MAYWOOD	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	570	3656.35		*	11		570	3656.35
1093881864	FECANIN	PETER	FAIRFAX	VA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	720	3884.84		*	16		720	3884.84
1316922685	FEDERMAN	ROBERT	PALM BEACH GARDENS	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	840	4618.29		*	12		840	4618.29
1790721850	FEDONENKO	ELEONORA	LOS ANGELES	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM	15	106	3180	19005.75		#		#		
1245291913	FEDORKO	LADISLAV	CLEVELAND	OH	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	300	1978.4		*	11		300	1978.4
1982787057	FEGHALI	NABIL	CANOGA PARK	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		22	750	6448.04		*	22		750	6448.04
1205932290	FEHER	LASZLO	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		31	1770	8846.52		#		#		
1104899277	FEHR	STEVEN	MUKWONAGO	WI	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2297.5		*	12		360	2297.5
1265404289	FEHRENBACHER	GEORGE	ROSEVILLE	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	660	3313.17		*	14		660	3313.17
1013998210	FEIN	DEBORAH	ENGLEWOOD	NJ	Neurology	S	LIPITOR	ATORVASTATIN CALCIUM		19	1140	5122.44		*	19		1140	5122.44
1629070305	FEIN	EDWARD	JAMESBURG	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	660	4192.78		*	18		660	4192.78
1548258007	FEINBERG	CRAIG	BERKELEY HEIGHTS	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	990	4242.61		*	19		990	4242.61
1811947328	FEINGOLD	AARON	EDISON	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	1080	6121.9		*	12		1080	6121.9
1467431031	FEINSTEIN	LAINA	SOUTHFIELD	MI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		26	1020	6626.23		#		#		
1396745949	FEITELL	LEONARD	HACKETTSTOWN	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	483	2421.63		#		#		
1982660007	FELD	JOY	LOS ANGELES	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2191.27		*		*		
1922077510	FELD	MICHAEL	TARRYTOWN	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		16	1140	6051.27		*	16		1140	6051.27
1548292964	FELDMAN	IRA	AVENTURA	FL	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		15	570	3482.41		*	15		570	3482.41
1851330559	FELDMAN	IRENE	BETHESDA	MD	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2563.45		*	13		390	2563.45
1356449193	FELDMAN	JUDITH	BURLINGTON	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	1050	5584.27		*	19		1050	5584.27
1881679165	FELDMAN	STEVEN	WEST BLOOMFIELD	MI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1657.44		*	12		360	1657.44
1457390965	FELDMAN	THEODORE	MIAMI	FL	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		15	810	4972.26		#		#		
1922153899	FELIG	PHILIP	NEW YORK	NY	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		30	1020	4743.6		*	30		1020	4743.6
1326028283	FELLER	MARVIN	HOWARD BEACH	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1615.43		*	12		360	1615.43
1861444556	FELLHAUER	DANIEL	COLORADO SPRINGS	CO	Geriatric Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	540	2796.54		*	18		540	2796.54
1083693881	FELLNER	MICHAEL	NEW YORK	NY	Dermatology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2396.88		*	12		360	2396.88
1164507901	FELONEY	JAMES	BURBANK	CA	Pulmonary Disease	S	LIPITOR	ATORVASTATIN CALCIUM		19	720	4460.4		*	19		720	4460.4
1881671527	FELTIN	GEORGE	MEDFORD	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	930	5612.48		*	13		930	5612.48
1730164971	FELTY	DANNY	RICHMOND	VA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2167.65		*	13		390	2167.65
1104835826	FENG	FELICIA	HOUSTON	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		18	900	4893.07		#		#		
1043277601	FENG	WEI	DUARTE	CA	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		18	540	2708.15		#		#		
1841357092	FENICHEL	REBECCA	NEW ROCHELLE	NY	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1690.02		*	12		360	1690.02
1053382978	FENNELL	GAIL	GREENWICH	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		27	810	4900.02		*	27		810	4900.02
1548378573	FENSTER	MITCHELL	VALHALLA	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		34	1500	8183.1		*	34		1500	8183.1
1013070309	FENTON	BRADLEY	PHILADELPHIA	PA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		27	1170	7451.62		*	27		1170	7451.62
1952389413	FERBER	STUART	BUFFALO GROVE	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	420	1942.33		*	15		420	1942.33
1639157936	FERGUS	PETER	GREEN BAY	WI	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	390	2255.78		*	11		390	2255.78
1669475810	FERGUSON	ROBERT	GAINESVILLE	GA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	750	4685.85		*	11		750	4685.85
1962582189	FERGUSON	ROLLINGTON	OAKLAND	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	464	2456.4		*		*		
1841264488	FERLAN	LAWRENCE	TARENTUM	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		17	510	3190.59		*	17		510	3190.59
1871595454	FERNAINE	ANTOINE	BROOKLYN	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		25	1590	9527.61		#		#		
1255383832	FERNANDEZ	ANTONIO	MIAMI BEACH	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		23	930	5765.32		*	23		930	5765.32
1770518920	FERNANDEZ	JOHN	BRONX	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2389.38		*	12		360	2389.38
1679780860	FERNANDEZ	LUZ	LOUISVILLE	KY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	390	2497.28		*		*		
1821130196	FERNANDEZ-LLANIO	REGINA	KEY BISCAYNE	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2889.55		*	15		450	2889.55
1093774184	FERNANDEZ-MAITIN	ANIA	MIAMI	FL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1686.72		*	11		330	1686.72
1982663381	FERNANDO	ORLANDO	BAXLEY	GA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	600	3901.9		*	14		600	3901.9
1750355137	FERNANDO	SURANI	NEW HAVEN	CT	Endocrinology	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1669.32		*	12		360	1669.32
1245238211	FERREE	JOEL	WAYCROSS	GA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1782.19		*	11		330	1782.19
1932196953	FERREIRA	MARIA	LINCOLN	RI	Nurse Practitioner	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2151.23		*	11		330	2151.23
1477604270	FERRIER	AUSTIN	MOUNT ARLINGTON	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		17	1170	7057.73		*	17		1170	7057.73
1316953854	FERRIS	FREDRICK	ST PAUL	MN	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2432.49		*	12		360	2432.49
1396816567	FESTERLING	BUDDY	HILO	HI	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		23	690	4758.98		#		#		
1750301586	FETCHERO	JAMES	JACKSONVILLE	FL	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2315.7	0		0		0	0
1285650994	FETCHERO	ROBERT	JEANNETTE	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	374	2498.34		*	11		374	2498.34
1942368774	FEUER	MARTIN	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		20	960	4947.51		*	20		960	4947.51
1639167117	FEUERBACH	FREDERICK	NEW YORK	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		31	1830	10778.89		*	31		1830	10778.89
1356389399	FEYGIN	LAZAR	BROOKLYN	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		21	630	2902.02		*	21		630	2902.02
1710910179	FIALK	MARK	SCARSDALE	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		21	1094	6758.07		*		*		
1538176557	FIALKOW	JONATHAN	MIAMI	FL	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		25	750	4377.42		#		#		
1558359885	FICHMAN	DAVID	SEBASTOPOL	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2310.06		*	12		360	2310.06
1245449438	FIDELHOLTZ	JAMES	CINCINNATI	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	690	4398.59		*	15		690	4398.59
1487623716	FIEDLER	JOHN	ELGIN	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		22	660	3042.6		*	22		660	3042.6
1780788133	FIEDLER	ROBERT	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	780	4437.43		#		#		
1417913021	FIELD	SHAWN	HAZLET	NJ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		16	660	3729.33		#		#		
1083681548	FIELDS	RONALD	LANGHORNE	PA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		15	630	2831.15		*	15		630	2831.15
1821083999	FIELDS	WARREN	MYSTIC	CT	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	930	3416.62		*	11		930	3416.62
1962687178	FIERLE	JENNIFER	PITTSBURGH	PA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2168.16		*	11		330	2168.16
1154345379	FIERRO	JAMES	WILMINGTON	DE	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		19	810	4598.93		#		#		
1285745521	FIFE	LELAND	MERCED	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2150.68	0		0		0	0
1417971607	FIGUEROA-NIEVES	TOMAS	TAMPA	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	370	2507.09		*	13		370	2507.09
1881603405	FILLMAN	DONALD	PANORA	IA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2414.74		*	12		360	2414.74
1720044274	FINAMORE	CARMEN	CARLE PLACE	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	690	3478.88		*	11		690	3478.88
1336116995	FINCH	MARK	MOORESTOWN	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		17	1170	5759.13		*	17		1170	5759.13
1821049453	FINCH	RICHARD	HOT SPRINGS	AR	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	341	1607.73		*	11		341	1607.73
1922072420	FINDURA	MICHAEL	WALL TOWNSHIP	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		29	1890	11273.63		#		#		
1235166851	FINE	IRA	BOYNTON BEACH	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		17	810	5158.97		#		#		
1730283854	FINE	LESLIE	WOODMERE	NY	Psychiatry & Neurology	T	LIPITOR	ATORVASTATIN CALCIUM		11	330	2161.79		*	11		330	2161.79
1992948475	FININZIO	CARA	WILLIAMSVILLE	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2166.35		*	11		330	2166.35
1366483380	FINK	ANDREW	HACKENSACK	NJ	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		33	1530	8178.27		*	33		1530	8178.27
1043300817	FIORE MD PA	EDWARD	TOMS RIVER	NJ	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		13	1110	4690.6		*		*		
1417996646	FIRESTONE	MELVIN	CINCINNATI	OH	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	630	4040.08		*	19		630	4040.08
1184622193	FISCH	ARTHUR	MORRISTOWN	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		30	2560	11730.69		#		#		
1972525293	FISCH	JASON	MURPHY	TX	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	480	2704.24		*	12		480	2704.24
1598766552	FISCHER	BRUCE	BRISTOL	RI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	450	2625.33		*		*		
1255314365	FISCHMAN	CHARLES	VERO BEACH	FL	Allergy/Immunology	S	LIPITOR	ATORVASTATIN CALCIUM		23	690	3128.32		*	23		690	3128.32
1265622468	FISH	ALYSON	GREENBRIER	AR	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2170.19		*	11		330	2170.19
1184659617	FISHBACH	RONALD	BEVERLY HILLS	CA	Infectious Disease	S	LIPITOR	ATORVASTATIN CALCIUM		11	331	1551.09		*	11		331	1551.09
1871587345	FISHBERG	ROBERT	SPRINGFIELD	NJ	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	840	2629.19		*	14		840	2629.19
1508854266	FISHER	BRUCE	LOUISVILLE	KY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		15	510	3134.94		#		#		
1629056627	FISHER	CHANDRA	WILLIAMSVILLE	NY	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		23	960	5873.75		*	11		600	3505.43
1194829127	FISHER	HERBERT	BURLINGAME	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		28	1260	6139.13		#		#		
1508880634	FISHER	JEFFREY	NEW YORK	NY	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	1050	5504.06		*		*		
1902873573	FISHER	LINDA	MAYWOOD	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	454	2831.74	0		0		0	0
1780791830	FISHMAN	EUGENE	LOS ANGELES	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	780	4211.04		#		#		
1326356460	FITZGERALD	PAUL	SAN FRANCISCO	CA	Internal Medicine	T	LIPITOR	ATORVASTATIN CALCIUM		11	870	4498.36		*	11		870	4498.36
1689640658	FITZPATRICK	JILL	GRASS VALLEY	CA	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2403.36		*	12		360	2403.36
1619942851	FITZPATRICK	NOAH	BIRMINGHAM	AL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	480	2333.11		*	14		480	2333.11
1801962931	FLAATA	SCOTT	EDINA	MN	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	630	2903.4		*	15		630	2903.4
1043290182	FLAM	RONALD	MIAMI	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		21	630	3835.95		*	21		630	3835.95
1861440240	FLAMINIANO	LOURDES	CLINTON	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	1672.84		*	12		360	1672.84
1700827086	FLANNERY	WILLIAM	HUNTERSVILLE	NC	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	570	2888.39		*	13		570	2888.39
1831199223	FLATT	STEVEN	COOKEVILLE	TN	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1432.06		*	11		330	1432.06
1609809649	FLEISCHMANN	KIRSTEN	SAN FRANCISCO	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		15	630	3969.42		*	15		630	3969.42
1508899709	FLEITES	JORGE	MIAMI	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM	11	23	930	5336.27		#		#		
1083652986	FLESCHLER	MARK	DALLAS	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		23	720	3891.36		*	23		720	3891.36
1396815056	FLETCHER	JOHN	SAN FRANCISCO	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		14	480	2324.85		*	14		480	2324.85
1407879901	FLETSCHER	WALTER	REDDING	CA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		13	450	2963.12		*	13		450	2963.12
1649357039	FLEURIMONT	GLORIANDE	NEW YORK	NY	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		16	540	3413.91		*	16		540	3413.91
1992764815	FLEURY	MARY	POCOMOKE	MD	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	570	3141.32		*	13		570	3141.32
1770531766	FLIPPIN	DANE	MEMPHIS	TN	Family Practice	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	1555.98		*	11		330	1555.98
1376548297	FLORA	CONSTANTE	LIHUE	HI	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	960	3985.63		#		#		
1497030779	FLORES	BERNADINE	RACINE	WI	Nurse Practitioner	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2193.23		*	11		330	2193.23
1316921000	FLORES	NOEL	MACOMB	IL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2208.88		*	11		330	2208.88
1689613911	FLORIO	ROLAND	BROCKTON	MA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		13	990	5233.16		*		*		
1285626614	FLYNN	TIMOTHY	OAKWOOD	GA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	330	2164.64	0		0		0	0
1659329738	FOCHIOS	STEPHEN	NEW YORK	NY	Gastroenterology	S	LIPITOR	ATORVASTATIN CALCIUM		11	930	5117.42		*	11		930	5117.42
1184620668	FOEPPEL	FREDERICK	MIRAMAR	FL	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		11	600	3029.83		*		*		
1770577736	FOGARTY	MARK	SAINT LOUIS	MO	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2362.47		*	12		360	2362.47
1548219421	FOGELMAN-MACKENZIE	SANDRA	ALLENTOWN	PA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		15	870	5564.9		*		*		
1083660526	FOLAN	UNA	CONCORD	NH	Nurse Practitioner	S	LIPITOR	ATORVASTATIN CALCIUM		12	360	2368.86	0		0		0	0
1831145333	FOLLMAN	DUANE	HINSDALE	IL	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		16	720	4433.71		*	16		720	4433.71
1598781213	FONDREN	JAMES	NEWPORT BEACH	CA	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		24	1380	8496.16		*	24		1380	8496.16
1669405064	FONTE	HIYAS	SOUTHLAKE	TX	Internal Medicine	S	LIPITOR	ATORVASTATIN CALCIUM		19	570	2603.19		*	19		570	2603.19
1356342513	FONTENOT	DANIEL	BATON ROUGE	LA	Cardiology	S	LIPITOR	ATORVASTATIN CALCIUM		14	420	2755.48		*	14		420	2755.48
